Brand,Car Age,Price,Body,Mileage,EngineV,Engine Type,Model
Renault,6,10499.0,vagon,121,1.5,Diesel,Megane
Renault,9,13900.0,crossover,111,2.5,Gas,Koleos
BMW,22,6400.0,other,220,2.5,Petrol,323
BMW,16,10800.0,sedan,246,3.0,Diesel,530
BMW,12,12700.0,hatch,130,2.0,Petrol,118
BMW,7,38500.0,sedan,140,2.0,Diesel,520
Mitsubishi,14,5999.0,sedan,150,1.6,Petrol,Lancer
Renault,8,9500.0,hatch,77,1.6,Petrol,Megane
Volkswagen,8,12000.0,van,196,2.0,Diesel,T5 (Transporter) 
Mercedes-Benz,9,38700.0,sedan,117,5.5,Petrol,S 550
Mercedes-Benz,11,40000.0,other,119,6.3,Petrol,ML 63 AMG
Mercedes-Benz,20,6900.0,other,311,2.2,Diesel,Vito
Audi,7,24300.0,sedan,43,1.8,Petrol,A4
Mitsubishi,12,17700.0,crossover,165,3.0,Gas,Pajero Wagon
Toyota,13,18999.0,crossover,153,2.7,Gas,Land Cruiser Prado
BMW,18,8300.0,sedan,200,4.4,Petrol,740
Toyota,11,25000.0,crossover,80,4.0,Gas,FJ Cruiser
Mitsubishi,11,12499.0,crossover,142,2.4,Gas,Outlander XL
BMW,31,2899.0,sedan,340,2.4,Diesel,524
BMW,14,19900.0,other,95,4.5,Petrol,645
Audi,5,51000.0,crossover,44,3.0,Diesel,Q7
Audi,3,81999.0,crossover,0,2.98,Diesel,Q7
BMW,20,9500.0,sedan,400,3.5,Gas,735
Mitsubishi,11,10200.0,crossover,99,2.0,Gas,Outlander
Mercedes-Benz,15,5500.0,van,260,2.2,Diesel,Vito
Volkswagen,8,18500.0,sedan,74,1.8,Petrol,Passat CC
Volkswagen,16,11200.0,van,200,2.5,Diesel,T4 (Transporter)
BMW,19,3099.0,sedan,320,2.0,Diesel,320
Audi,8,27300.0,other,65,2.0,Petrol,TT
Mitsubishi,13,9700.0,sedan,120,2.4,Gas,Galant
Mitsubishi,11,18900.0,crossover,127,3.0,Gas,Pajero Wagon
Audi,8,33500.0,crossover,67,2.0,Petrol,Q5
Volkswagen,24,5500.0,van,400,1.9,Diesel,T4 (Transporter)
Volkswagen,22,5300.0,sedan,270,1.8,Gas,Passat B5
Toyota,12,25500.0,crossover,200,4.0,Petrol,Land Cruiser Prado
Toyota,6,23660.0,crossover,125,3.5,Gas,Highlander
Mitsubishi,12,5900.0,sedan,170,1.6,Petrol,Lancer
Volkswagen,7,15900.0,sedan,150,2.0,Diesel,Passat B7
Mercedes-Benz,3,105999.0,crossover,0,2.98,Diesel,GLE-Class
Mercedes-Benz,9,18500.0,van,170,2.2,Diesel,Vito
BMW,3,86999.0,crossover,0,3.0,Diesel,X6
BMW,8,27800.0,sedan,170,2.0,Diesel,520
Volkswagen,17,9000.0,van,275,2.5,Diesel,T4 (Transporter)
Toyota,11,12200.0,sedan,185,3.5,Petrol,Camry
Toyota,20,5800.0,sedan,200,2.2,Petrol,Camry
Volkswagen,6,14499.0,van,164,2.0,Diesel,T5 (Transporter) 
Audi,9,37000.0,other,170,3.0,Diesel,Q7
Volkswagen,23,4500.0,hatch,199,1.8,Petrol,Golf III
Audi,19,6557.85,sedan,327,4.2,Gas,A8
Renault,12,6800.0,sedan,219,1.6,Gas,Megane
BMW,9,37900.0,crossover,97,3.0,Diesel,X6
Audi,14,14200.0,sedan,176,3.0,Diesel,A6
Mitsubishi,9,9350.0,sedan,94,1.5,Gas,Lancer X
Toyota,25,3100.0,hatch,283,1.3,Petrol,Corolla
Mitsubishi,8,8400.0,crossover,100,3.2,Diesel,Pajero Wagon
Audi,6,30650.0,vagon,35,2.0,Petrol,A4 Allroad
Audi,20,8800.0,sedan,298,2.4,Gas,A6
Mitsubishi,17,7699.0,crossover,254,3.0,Petrol,Pajero Sport
Renault,7,6400.0,van,136,1.5,Diesel,Kangoo
Volkswagen,7,16200.0,hatch,44,1.4,Petrol,Golf VI
Volkswagen,26,4100.0,sedan,88,1.8,Gas,Vento
Mercedes-Benz,20,6800.0,sedan,235,2.2,Diesel,C-Class
Volkswagen,7,10600.0,sedan,75,1.6,Petrol,Polo
Toyota,13,13000.0,crossover,149,2.0,Petrol,Rav 4
Toyota,18,6500.0,sedan,248,2.0,Petrol,Avensis
Audi,10,25500.0,vagon,181,3.0,Petrol,A6 Allroad
Volkswagen,8,28000.0,crossover,132,2.0,Diesel,Amarok
Audi,18,3500.0,sedan,200,2.5,Diesel,A8
Volkswagen,6,14899.0,van,165,2.0,Diesel,Caddy
BMW,20,3500.0,sedan,300,3.0,Diesel,530
BMW,19,3500.0,sedan,272,2.0,Diesel,320
Volkswagen,3,71138.0,crossover,0,3.0,Diesel,Touareg
Renault,3,9658.94,sedan,1,1.2,Petrol,Logan
Volkswagen,12,13000.0,van,178,2.5,Diesel,T6 (Transporter)
Toyota,12,8000.0,hatch,115,1.6,Petrol,Corolla
BMW,3,56500.0,crossover,1,2.0,Diesel,X5
Renault,7,9700.0,vagon,114,1.5,Diesel,Kangoo
Mercedes-Benz,15,7300.0,hatch,176,1.4,Petrol,A 140
Renault,10,9000.0,vagon,190,1.5,Diesel,Megane
Volkswagen,6,17900.0,sedan,96,2.5,Petrol,Passat B7
Volkswagen,12,10700.0,sedan,147,2.0,Petrol,Passat B6
Mercedes-Benz,16,11600.0,sedan,186,3.2,Petrol,E-Class
Volkswagen,11,15000.0,van,275,2.5,Diesel,T5 (Transporter)
Volkswagen,14,8350.0,hatch,200,1.4,Petrol,Golf V
Mercedes-Benz,23,7700.0,sedan,199,5.0,Petrol,S 500
BMW,5,47000.0,other,5,2.0,Petrol,Z4
Audi,7,72000.0,sedan,55,6.3,Petrol,A8
Mitsubishi,11,17499.0,crossover,149,3.0,Gas,Pajero Wagon
Renault,6,11300.0,vagon,141,1.5,Diesel,Megane
Toyota,11,8500.0,sedan,168,1.6,Petrol,Corolla
Mercedes-Benz,11,14490.0,vagon,212,2.2,Diesel,E-Class
Volkswagen,8,11999.0,van,176,2.0,Diesel,T5 (Transporter) 
Volkswagen,22,4300.0,hatch,217,1.6,Gas,Golf III
BMW,5,35500.0,crossover,33,2.0,Diesel,X1
Toyota,31,2800.0,other,421,1.3,Gas,Corolla
BMW,3,37976.25,sedan,0,2.0,Petrol,520
Renault,13,10500.0,van,183,2.5,Diesel,Trafic
Toyota,3,74999.0,crossover,1,4.5,Diesel,Land Cruiser 200
Renault,7,7300.0,van,125,1.5,Diesel,Kangoo
Mitsubishi,12,12200.0,crossover,140,2.4,Petrol,Outlander XL
Mercedes-Benz,10,13600.0,van,199,2.2,Diesel,Vito
Audi,27,5000.0,sedan,280,2.3,Gas,100
Renault,11,12800.0,other,188,2.0,Diesel,Trafic
Volkswagen,7,12499.0,other,184,2.0,Diesel,T6 (Transporter) 
Mitsubishi,23,2800.0,sedan,150,2.0,Gas,Galant
Renault,12,7300.0,van,200,1.5,Diesel,Megane
Mitsubishi,12,6800.0,sedan,82,2.0,Petrol,Lancer
Mitsubishi,15,9500.0,crossover,225,2.4,Gas,Outlander
Audi,8,15900.0,hatch,160,1.4,Petrol,A3
Volkswagen,9,8900.0,other,180,1.9,Diesel,Caddy
Toyota,7,16030.0,sedan,90,2.5,Gas,Camry
BMW,8,28000.0,sedan,170,2.0,Diesel,520
Audi,14,10700.0,vagon,222,2.5,Diesel,A6
Mercedes-Benz,19,7000.0,sedan,230,2.0,Gas,E-Class
Volkswagen,11,8800.0,van,260,2.5,Diesel,T5 (Transporter) 
Volkswagen,5,35000.0,crossover,20,2.0,Diesel,Tiguan
Audi,13,8000.0,vagon,200,2.7,Diesel,A6
Mercedes-Benz,11,15400.0,sedan,260,2.2,Diesel,E-Class
Volkswagen,16,7650.0,sedan,325,1.8,Gas,Passat B5
Mitsubishi,11,10600.0,crossover,52,2.0,Petrol,Outlander
Renault,9,8200.0,vagon,192,1.5,Diesel,Logan
BMW,3,45000.0,sedan,29,2.0,Diesel,520
Volkswagen,18,5699.0,van,258,2.5,Diesel,T4 (Transporter) 
Mercedes-Benz,14,13200.0,van,217,3.7,Gas,Viano
Volkswagen,6,11500.0,van,70,2.0,Diesel,Caddy
Volkswagen,7,12700.0,van,213,2.0,Diesel,T5 (Transporter) 
Volkswagen,7,12300.0,hatch,62,1.4,Petrol,Polo
Mercedes-Benz,9,35500.0,sedan,100,3.5,Petrol,S 350
Audi,11,15500.0,sedan,210,2.0,Diesel,A4
Mercedes-Benz,7,33000.0,crossover,109,2.2,Diesel,GLK 220
BMW,22,6500.0,sedan,280,2.0,Petrol,320
Volkswagen,19,2350.0,sedan,11,1.9,Other,Passat B5
Volkswagen,12,17900.0,crossover,130,3.6,Gas,Touareg
BMW,9,34500.0,other,160,3.0,Diesel,X5
Renault,8,12300.0,sedan,99,2.5,Petrol,Latitude
Mercedes-Benz,13,20500.0,sedan,193,3.5,Other,CLS 350
BMW,5,75555.0,sedan,30,4.4,Petrol,M5
Toyota,11,12800.0,sedan,145,2.4,Petrol,Camry
Mercedes-Benz,11,12800.0,other,360,2.2,Diesel,Vito
Audi,22,6900.0,sedan,327,3.7,Petrol,A8
Volkswagen,13,17200.0,crossover,220,2.5,Diesel,Touareg
Renault,6,6800.0,sedan,87,1.4,Petrol,Symbol
Audi,15,14300.0,other,80,4.2,Petrol,A8
Volkswagen,6,11600.0,sedan,169,1.4,Gas,Passat B7
Volkswagen,17,11990.0,van,231,2.5,Diesel,T4 (Transporter)
BMW,5,77777.0,sedan,8,4.4,Petrol,750
Mercedes-Benz,8,28500.0,other,65,1.8,Petrol,E-Class
Audi,6,42700.0,crossover,75,3.0,Diesel,Q7
Volkswagen,13,6950.0,other,217,1.9,Diesel,Caddy
Volkswagen,12,7300.0,hatch,117,1.4,Petrol,Polo
Mitsubishi,3,27565.2,crossover,1,2.5,Diesel,Pajero Sport
Volkswagen,8,12900.0,vagon,145,1.6,Diesel,Golf Variant
Volkswagen,20,5900.0,sedan,217,2.3,Petrol,Bora
Mercedes-Benz,20,2600.0,hatch,111,1.4,Petrol,A 140
Audi,21,2799.0,vagon,390,1.9,Diesel,A6
Mitsubishi,8,21000.0,crossover,98,2.5,Diesel,Pajero Sport
Audi,17,4999.0,sedan,231,1.9,Diesel,A6
Volkswagen,16,6900.0,sedan,160,1.6,Petrol,Bora
Mercedes-Benz,28,5800.0,sedan,366,3.2,Gas,S 320
Mitsubishi,8,15700.0,other,68,1.8,Petrol,ASX
Volkswagen,4,74500.0,crossover,0,3.0,Diesel,Touareg
Mercedes-Benz,11,22900.0,sedan,131,5.5,Gas,S 500
Mercedes-Benz,9,32000.0,crossover,96,3.5,Petrol,ML 350
Mercedes-Benz,5,35300.0,sedan,3,1.6,Petrol,CLA 200
Volkswagen,17,6900.0,sedan,320,1.8,Gas,Passat B5
BMW,18,7000.0,sedan,286,2.8,Petrol,520
Volkswagen,8,35800.0,crossover,92,3.0,Diesel,Touareg
Volkswagen,9,10700.0,hatch,60,1.4,Petrol,Polo
BMW,12,23999.0,crossover,194,3.0,Petrol,X5
Volkswagen,19,2700.0,hatch,300,1.9,Diesel,Golf IV
Toyota,13,18200.0,crossover,146,2.7,Gas,Land Cruiser Prado
Audi,19,2450.0,vagon,325,2.5,Diesel,A6
Audi,9,15800.0,hatch,123,1.4,Petrol,A3
Volkswagen,14,9400.0,vagon,176,1.9,Diesel,Passat B5
Mitsubishi,14,5800.0,vagon,230,1.6,Petrol,Space Star
Volkswagen,7,13499.0,sedan,162,1.4,Petrol,Passat B7
Volkswagen,3,39615.0,sedan,0,2.0,Diesel,Passat B8
Toyota,5,23300.0,crossover,40,2.0,Petrol,Rav 4
Audi,23,2100.0,sedan,217,1.9,Diesel,A4
Mercedes-Benz,31,2700.0,sedan,337,2.3,Gas,230
Volkswagen,14,6700.0,van,16,2.0,Diesel,Caddy
BMW,3,43163.25,crossover,0,2.0,Diesel,X1
Toyota,6,28350.0,crossover,92,2.2,Diesel,Rav 4
Toyota,9,29500.0,crossover,90,2.7,Gas,Land Cruiser Prado
Volkswagen,15,8200.0,sedan,258,1.9,Diesel,Passat B5
Mercedes-Benz,13,10999.0,other,269,2.2,Diesel,Sprinter 313
Renault,6,8299.0,sedan,19,1.2,Petrol,Logan
Toyota,6,20500.0,sedan,105,2.5,Petrol,Camry
Volkswagen,7,14500.0,van,168,2.0,Diesel,T5 (Transporter) 
Toyota,10,17300.0,other,135,3.5,Gas,Camry
Mercedes-Benz,13,18700.0,sedan,105,5.5,Petrol,S 500
Toyota,5,13200.0,sedan,38,1.33,Petrol,Corolla
Volkswagen,28,2450.0,sedan,200,1.3,Gas,Jetta
Audi,5,55000.0,hatch,24,2.8,Other,A7
Toyota,13,20000.0,van,135,2.4,Gas,Previa
Volkswagen,26,4000.0,hatch,266,1.9,Diesel,Golf III
Mitsubishi,11,16900.0,other,120,3.0,Petrol,Pajero Wagon
Mitsubishi,7,11450.0,sedan,60,1.6,Gas,Lancer X
Mercedes-Benz,19,24500.0,crossover,236,5.0,Petrol,G 500
Renault,8,12350.0,sedan,64,2.0,Gas,Fluence
Mercedes-Benz,23,6900.0,sedan,239,2.3,Petrol,E-Class
Toyota,8,30500.0,crossover,40,2.7,Petrol,Land Cruiser Prado
Mitsubishi,11,8800.0,sedan,105,2.0,Gas,Lancer X
Audi,15,9700.0,sedan,249,2.5,Diesel,A6
BMW,4,63500.0,crossover,33,3.0,Petrol,X5
Mitsubishi,11,8900.0,sedan,96,2.0,Petrol,Lancer X
Audi,23,1950.0,vagon,210,1.8,Gas,A4
Audi,16,4400.0,sedan,190,2.5,Diesel,A6
Toyota,12,12450.0,sedan,162,3.5,Gas,Camry
Audi,19,3200.0,sedan,295,2.5,Diesel,A6
Audi,15,12600.0,sedan,294,3.0,Gas,A8
Mercedes-Benz,24,4400.0,sedan,225,2.0,Gas,E-Class
Mercedes-Benz,30,3900.0,sedan,111,2.5,Diesel,E-Class
Volkswagen,7,8499.0,sedan,101,1.6,Petrol,Polo
Mercedes-Benz,18,8000.0,other,230,2.2,Diesel,Vito
Volkswagen,19,3500.0,hatch,250,1.9,Diesel,Beetle
Audi,14,11900.0,sedan,195,2.4,Gas,A6
Toyota,4,24800.0,sedan,43,2.5,Gas,Camry
Audi,17,3800.0,vagon,190,2.5,Diesel,A6
Volkswagen,13,7500.0,van,230,1.9,Diesel,Caddy
BMW,21,8999.0,sedan,270,2.8,Petrol,528
Volkswagen,24,5000.0,van,326,2.4,Diesel,T4 (Transporter)
Mercedes-Benz,12,21000.0,crossover,135,3.5,Petrol,ML 350
Renault,12,4200.0,van,142,1.9,Diesel,Kangoo
Mitsubishi,12,18000.0,crossover,160,3.2,Diesel,Pajero Wagon
Volkswagen,16,8500.0,van,220,2.5,Diesel,T4 (Transporter)
Renault,22,3750.0,hatch,232,1.8,Petrol,Laguna
Volkswagen,12,9000.0,other,212,2.0,Gas,Caddy
Mitsubishi,18,6300.0,crossover,235,3.2,Diesel,Pajero
BMW,19,8400.0,sedan,297,2.2,Petrol,320
Volkswagen,9,17000.0,van,157,2.0,Diesel,T5 (Transporter)
Volkswagen,28,3000.0,sedan,240,1.8,Petrol,Jetta
Mercedes-Benz,12,21300.0,crossover,114,4.7,Petrol,GL 450
BMW,15,16500.0,crossover,230,3.0,Gas,X5
Mercedes-Benz,14,7300.0,other,250,2.2,Diesel,Sprinter 311
Mercedes-Benz,20,2300.0,sedan,300,3.0,Diesel,E-Class
BMW,22,8200.0,sedan,250,4.4,Petrol,540
Audi,7,35000.0,sedan,61,2.8,Petrol,A6
Volkswagen,17,7800.0,vagon,193,1.9,Diesel,Passat B5
Volkswagen,11,8200.0,hatch,157,1.6,Petrol,Golf Plus
Audi,5,39999.0,crossover,45,2.0,Diesel,Q5
Renault,7,11900.0,other,173,2.0,Diesel,Trafic
Mercedes-Benz,18,3600.0,sedan,276,2.7,Diesel,E-Class
Volkswagen,28,3399.0,sedan,201,1.8,Petrol,Passat B3
BMW,19,2650.0,vagon,335,2.0,Petrol,320
Mercedes-Benz,12,11700.0,hatch,103,1.5,Petrol,A 150
BMW,20,2550.0,vagon,312,2.5,Diesel,525
Mercedes-Benz,19,2550.0,vagon,367,3.2,Diesel,E-Class
Audi,5,31700.0,sedan,32,1.8,Petrol,A4
Mercedes-Benz,4,125000.0,sedan,18,3.0,Diesel,S 350
BMW,13,20500.0,crossover,285,4.8,Petrol,X5
Mitsubishi,17,2600.0,other,200,2.4,Petrol,Lancer
BMW,19,2500.0,vagon,250,2.5,Diesel,525
Mercedes-Benz,8,13200.0,van,182,2.2,Diesel,Vito
Mercedes-Benz,11,31000.0,crossover,220,3.2,Diesel,GL 320
Audi,6,30900.0,vagon,118,2.0,Petrol,A4 Allroad
Mitsubishi,16,4750.0,sedan,167,1.6,Petrol,Carisma
Toyota,11,8950.0,hatch,118,1.6,Petrol,Auris
Renault,12,8300.0,van,177,1.5,Diesel,Grand Scenic
Audi,22,6900.0,sedan,360,2.5,Diesel,A6
BMW,8,69999.0,crossover,71,4.4,Petrol,X5 M
Volkswagen,16,3250.0,sedan,255,1.9,Diesel,Passat B5
Volkswagen,9,11900.0,hatch,91,1.4,Petrol,Golf VI
Mitsubishi,20,9600.0,other,114,2.0,Petrol,Eclipse
Mercedes-Benz,8,21200.0,vagon,206,2.1,Diesel,C-Class
Toyota,3,102999.0,crossover,0,4.5,Diesel,Land Cruiser 200
Mercedes-Benz,12,11900.0,van,277,2.2,Diesel,Vito
Renault,11,9999.0,van,185,1.5,Diesel,Kangoo
Renault,6,8500.0,sedan,57,1.2,Gas,Logan
Volkswagen,22,6500.0,other,385,2.4,Diesel,T4 (Transporter)
Mitsubishi,11,8700.0,sedan,80,1.5,Petrol,Lancer X
Volkswagen,8,8599.0,van,169,1.6,Diesel,Caddy
Volkswagen,8,12700.0,hatch,156,1.6,Diesel,Golf VI
Mitsubishi,12,7700.0,sedan,135,2.0,Gas,Lancer
Mitsubishi,12,8700.0,sedan,150,2.4,Gas,Galant
Mitsubishi,12,9300.0,sedan,95,2.0,Petrol,Lancer X
Mercedes-Benz,18,3550.0,sedan,238,2.2,Diesel,E-Class
Audi,12,29800.0,crossover,151,3.0,Diesel,Q7
Renault,18,3900.0,van,202,1.9,Diesel,Kangoo
Volkswagen,13,7000.0,van,345,1.9,Diesel,T5 (Transporter) 
Audi,10,17700.0,other,70,2.0,Petrol,TT
Toyota,15,9999.0,sedan,225,3.0,Gas,Camry
Audi,8,25300.0,hatch,180,2.0,Diesel,A5
Audi,9,22500.0,vagon,175,2.0,Gas,A4 Allroad
Volkswagen,4,18600.0,sedan,2,1.6,Petrol,Jetta
Mitsubishi,12,6999.0,sedan,160,2.0,Petrol,Lancer
Toyota,20,16200.0,crossover,281,4.2,Diesel,Land Cruiser 100
Toyota,20,18000.0,crossover,320,4.2,Diesel,Land Cruiser 100
Mercedes-Benz,8,27300.0,sedan,144,2.14,Diesel,E-Class
BMW,13,12000.0,crossover,218,3.0,Diesel,X5
Volkswagen,22,1800.0,other,280,1.9,Diesel,Passat B5
Audi,8,20500.0,sedan,106,1.8,Petrol,A4
Volkswagen,5,10493.0,other,1,1.4,Petrol,Polo
BMW,13,16800.0,sedan,154,3.0,Petrol,330
BMW,15,8200.0,sedan,238,3.0,Diesel,730
Mercedes-Benz,8,14500.0,van,171,2.2,Diesel,Vito
Volkswagen,7,24500.0,crossover,62,2.0,Diesel,Passat CC
Toyota,11,13250.0,sedan,96,2.4,Gas,Rav 4
Toyota,21,6400.0,sedan,250,3.0,Gas,Camry
Mercedes-Benz,11,29500.0,sedan,135,5.5,Petrol,S 550
Volkswagen,4,69990.0,van,1,5.0,Diesel,Multivan
Audi,17,2600.0,vagon,110,2.5,Diesel,A6
Renault,8,10500.0,vagon,185,1.5,Diesel,Megane
Volkswagen,4,27200.0,crossover,1,2.0,Diesel,Tiguan
Mercedes-Benz,30,1350.0,sedan,360,2.5,Diesel,E-Class
Toyota,11,13900.0,sedan,139,2.4,Other,Camry
BMW,17,12800.0,sedan,194,4.4,Gas,745
Toyota,12,21200.0,crossover,135,4.0,Gas,Land Cruiser Prado
Mercedes-Benz,19,8700.0,sedan,196,2.0,Gas,E-Class
Toyota,12,8800.0,sedan,165,1.8,Petrol,Avensis
Toyota,10,12900.0,sedan,129,1.8,Petrol,Avensis
BMW,18,9500.0,sedan,339,3.0,Diesel,530
BMW,17,10700.0,sedan,243,3.0,Diesel,530
Volkswagen,7,10800.0,van,156,1.6,Diesel,Caddy
Mitsubishi,30,2400.0,hatch,350,2.0,Gas,Galant
Renault,7,13300.0,other,132,1.5,Diesel,Megane
BMW,9,34500.0,crossover,85,3.0,Petrol,X5
BMW,6,57000.0,other,20,3.5,Petrol,X6
Renault,7,7200.0,van,146,1.5,Diesel,Kangoo
Toyota,5,23400.0,sedan,69,2.5,Gas,Camry
Toyota,5,48000.0,crossover,59,3.0,Diesel,Land Cruiser Prado
Volkswagen,7,4200.0,sedan,1,1.4,Petrol,Golf VI
Mercedes-Benz,21,6200.0,other,340,2.4,Gas,E-Class
BMW,22,2900.0,sedan,225,2.5,Petrol,523
Mercedes-Benz,8,12700.0,other,199,2.2,Diesel,Vito
Audi,12,16999.0,vagon,140,4.2,Petrol,A6 Allroad
Volkswagen,3,13972.07,sedan,0,1.6,Petrol,Polo
Mercedes-Benz,8,41900.0,sedan,95,6.2,Petrol,S 500
Renault,14,6650.0,vagon,227,1.5,Diesel,Megane
Mercedes-Benz,16,9200.0,other,280,2.4,Petrol,E-Class
BMW,13,15300.0,sedan,250,2.5,Petrol,525
Volkswagen,31,1450.0,van,100,1.6,Diesel,T3 (Transporter)
Volkswagen,14,5900.0,van,278,1.9,Diesel,Caddy
Mercedes-Benz,26,4900.0,sedan,282,3.2,Gas,E-Class
BMW,15,12900.0,vagon,260,3.0,Diesel,330
Toyota,10,33333.0,vagon,73,4.0,Gas,FJ Cruiser
Volkswagen,12,7200.0,hatch,127,1.39,Petrol,Polo
BMW,5,77777.0,crossover,1,3.0,Diesel,X6
Mercedes-Benz,19,2300.0,hatch,175,1.4,Petrol,A 140
Volkswagen,14,13000.0,crossover,235,3.2,Gas,Touareg
Volkswagen,26,3000.0,van,318,1.9,Diesel,T4 (Transporter) 
Renault,6,7999.0,van,92,1.5,Diesel,Kangoo
Mercedes-Benz,14,11000.0,van,250,2.2,Diesel,Vito
BMW,5,81000.0,sedan,23,4.4,Petrol,M5
BMW,19,3800.0,sedan,304,1.9,Gas,318
Audi,27,4400.0,sedan,340,2.8,Gas,100
Audi,17,3150.0,vagon,320,2.5,Diesel,A6
Volkswagen,15,10900.0,other,287,2.5,Other,T5 (Transporter)
Audi,18,3050.0,vagon,250,2.5,Other,A6
Volkswagen,5,30385.0,vagon,0,2.0,Diesel,Touran
BMW,11,20999.0,crossover,170,4.8,Petrol,X5
Volkswagen,21,1500.0,sedan,255,1.9,Diesel,Polo
Toyota,20,8500.0,vagon,200,2.0,Petrol,Vista
Toyota,11,9200.0,sedan,115,1.6,Gas,Corolla
Toyota,8,20800.0,sedan,49,3.5,Petrol,Camry
Renault,14,8100.0,van,206,1.9,Diesel,Trafic
Volkswagen,9,13500.0,sedan,104,1.8,Petrol,Passat B6
Renault,13,4900.0,van,218,1.5,Diesel,Kangoo
Volkswagen,18,6600.0,hatch,136,1.4,Gas,Golf IV
Mitsubishi,23,1450.0,crossover,245,2.8,Diesel,Pajero
Volkswagen,30,3600.0,sedan,320,1.8,Gas,Passat B3
Toyota,5,24000.0,sedan,51,2.5,Gas,Camry
Toyota,11,12700.0,sedan,130,2.4,Petrol,Camry
Mercedes-Benz,15,14500.0,other,315,5.0,Gas,CL 500
BMW,20,2299.0,sedan,200,1.8,Petrol,318
BMW,20,8900.0,sedan,234,3.5,Gas,735
Audi,7,30500.0,vagon,152,3.0,Diesel,A6
Mercedes-Benz,17,4000.0,sedan,370,3.2,Diesel,E-Class
Toyota,11,12900.0,sedan,137,2.4,Petrol,Camry
Volkswagen,30,3300.0,sedan,200,1.8,Petrol,Passat B3
Toyota,12,9800.0,sedan,178,1.8,Petrol,Avensis
Renault,6,15200.0,other,173,2.3,Diesel,Master
Volkswagen,23,4950.0,vagon,290,1.8,Petrol,Passat B4
Volkswagen,4,55500.0,crossover,36,3.0,Diesel,Touareg
Volkswagen,11,17900.0,van,188,2.5,Diesel,Multivan
Mercedes-Benz,16,5900.0,crossover,271,2.7,Diesel,ML 270
Toyota,16,20500.0,crossover,225,4.7,Gas,Land Cruiser 100
BMW,25,5000.0,other,300,1.8,Petrol,318
Volkswagen,9,11500.0,van,100,2.0,Diesel,T5 (Transporter) 
Volkswagen,19,2900.0,hatch,230,1.6,Petrol,Golf IV
Mitsubishi,21,4800.0,sedan,247,2.0,Gas,Galant
Renault,21,1550.0,vagon,235,2.0,Petrol,Laguna
Mitsubishi,11,16000.0,crossover,147,2.5,Diesel,Pajero Sport
Volkswagen,19,6400.0,van,312,2.5,Diesel,T4 (Transporter) 
BMW,21,5800.0,other,400,2.0,Petrol,520
Mercedes-Benz,18,11000.0,sedan,263,3.2,Diesel,E-Class
Renault,15,4500.0,sedan,305,1.5,Diesel,Megane
Renault,7,14200.0,crossover,83,2.0,Diesel,Koleos
BMW,4,71500.0,crossover,19,2.5,Diesel,X5
Audi,16,6200.0,sedan,200,1.8,Petrol,A4
Volkswagen,9,10500.0,van,130,1.9,Diesel,Caddy
Toyota,12,12700.0,sedan,136,3.5,Petrol,Camry
Audi,21,7000.0,other,126,2.6,Petrol,80
BMW,25,4500.0,sedan,230,4.0,Gas,540
BMW,25,4800.0,vagon,400,2.5,Diesel,525
Renault,7,11500.0,van,170,1.5,Diesel,Grand Scenic
BMW,5,42000.0,crossover,33,2.0,Petrol,X3
Mercedes-Benz,12,22600.0,crossover,165,3.0,Diesel,ML 320
Volkswagen,8,9900.0,sedan,80,1.6,Petrol,Polo
Mercedes-Benz,12,13500.0,van,259,3.0,Diesel,Vito
Volkswagen,12,10600.0,other,140,2.0,Other,Passat B6
Mercedes-Benz,11,12500.0,van,242,2.2,Diesel,Vito
Renault,10,7499.0,van,123,1.5,Diesel,Kangoo
Volkswagen,8,9999.0,hatch,118,1.2,Diesel,Polo
Toyota,6,18600.0,hatch,73,1.6,Petrol,Auris
Volkswagen,15,7600.0,hatch,225,1.4,Petrol,Golf V
Volkswagen,12,9200.0,hatch,127,1.6,Petrol,Golf V
Audi,17,3700.0,vagon,290,1.9,Diesel,A4
BMW,11,26000.0,crossover,270,4.8,Petrol,X5
BMW,15,12950.0,sedan,268,4.0,Diesel,740
Mitsubishi,11,15200.0,crossover,193,3.0,Gas,Pajero Wagon
Audi,4,62000.0,vagon,24,3.0,Diesel,A6 Allroad
Toyota,3,68500.0,van,1,3.5,Petrol,Sienna
Volkswagen,20,2500.0,hatch,111,1.6,Gas,Golf IV
Volkswagen,19,2600.0,other,296,1.9,Diesel,Golf IV
Mercedes-Benz,12,12250.0,van,300,2.2,Diesel,Vito
Toyota,9,39900.0,crossover,94,4.0,Gas,Land Cruiser Prado
Volkswagen,20,1500.0,other,160,1.4,Petrol,Golf IV
Mercedes-Benz,15,3700.0,sedan,270,3.5,Petrol,S 350
BMW,22,8999.0,other,160,1.8,Petrol,318
Mitsubishi,12,9900.0,other,200,2.5,Diesel,L 200
Volkswagen,14,16800.0,crossover,249,5.0,Diesel,Touareg
Volkswagen,3,23999.0,sedan,0,1.6,Diesel,Jetta
Mercedes-Benz,10,36000.0,crossover,162,3.0,Diesel,GL 320
Mitsubishi,6,15800.0,other,146,2.5,Diesel,L 200
Volkswagen,8,19300.0,sedan,136,2.0,Diesel,Passat B7
Renault,7,6450.0,van,148,1.5,Diesel,Kangoo
Renault,15,4200.0,van,220,1.5,Diesel,Kangoo
BMW,7,32000.0,crossover,52,3.0,Petrol,X5
